type;phone;title;dataId;rating;address;placeId;reviews;website;position;thumbnail;description;keyword.ll;keyword.keyword;gpsCoordinates.latitude;gpsCoordinates.longitude;serviceOptions.0;serviceOptions.1;serviceOptions.2;serviceOptions.3;serviceOptions.4;serviceOptions.5;serviceOptions.6
Electric utility company;+43 6582 8005;Salzburg AG für Energie, Verkehr und Telekommunikation;0x4776e3706e230e31:0x14c85f7f9a108f79;1;Betriebsführung Saalfelden, Ramseiden 116, 5760 Saalfelden am Steinernen Meer, Austria;ChIJMQ4jbnDjdkcReY8Qmn9fyBQ;1;https://www.salzburg-ag.at/;1;;;@40.7455096,-74.0083012,14z;vig in AT, Salzburg, Saalfelden am Steinernen Meer;47.4244384;12.864424399999999;Wheelchair-accessible car park;;;;;;
Historical landmark;;Steinertor;0x47728444619c3031:0x8b655169ae9e552a;4.6;Ob. Landstraße, 3500 Krems an der Donau, Austria;ChIJMTCcYUSEckcRKlWermlRZYs;1563;undefined;2;https://lh5.googleusercontent.com/p/AF1QipNmnCaT3xy8dzJ_0JKB7bskzpXe52ZyqnTeplw=w80-h173-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.4098742;15.5965271;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Tourist information center;+43 3842 48148;Tourismusverband Erzberg Leoben;0x4771e79f32c00833:0x16630fc8208ad1bf;4.4;Hauptpl. 3, 8700 Leoben, Austria;ChIJMwjAMp_ncUcRv9GKIMgPYxY;19;https://www.erzberg-leoben.at/;12;https://lh5.googleusercontent.com/p/AF1QipPGgzAt-LEZootSwYPpnm4sqxO1jYdRQd8GBjWs=w137-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Styria, Leoben;47.380120399999996;15.0953638;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Insurance company;+43 50 3506 1200;Wiener Städtische Versicherung AG Vienna Insurance Group;0x477695a9df2c6931:0xe6fc798be74f9ed4;3.6;Bürgermeisterstraße 13, 5400 Hallein, Austria;ChIJMWks36mVdkcR1J5P54t5_OY;7;https://www.wienerstaedtische.at/geschaeftsstellen.html;1;https://lh5.googleusercontent.com/p/AF1QipMXvxoiR4Wuc900R9gfOzYTq5ah_xrye0377B0Q=w92-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Salzburg, Hallein;47.6863307;13.1119034;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
;+43 664 2437538;Krems;0x477283fae7820b33:0x79fe3cc011691972;;Brunnfeldgasse, 3511 Krems an der Donau, Austria;ChIJMwuC5_qDckcRchlpEcA8_nk;;undefined;33;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=S-0htl7AZYIY4LFxi7pFrw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=199.1636&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.3852932;15.632169999999999;Wheelchair-accessible car park;;;;;;
Bus tour agency;;Big Bus Tours Vienna;0x476d079c45a20b33:0xef600ccd1c47e548;4.2;Walfischgasse 5, 1010 Wien, Austria;ChIJMwuiRZwHbUcRSOVHHM0MYO8;1940;https://www.bigbustours.com/en/vienna/vienna-bus-tours;10;https://lh5.googleusercontent.com/p/AF1QipNEalUxAfFefKWIe3t2UUp-fKv1S_-BbzUOpvnx=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Schwechat;48.203609799999995;16.371171999999998;;;;;;;
Corporate office;;Krems an der Donau;0x477284873f188099:0x385ac3a089926891;4.7;Wr. Str. 129, 3500 Krems an der Donau, Austria;ChIJmYAYP4eEckcRkWiSiaDDWjg;32;undefined;24;https://lh5.googleusercontent.com/p/AF1QipNvG0DqlOlrPaP-9OWuRFIFAibKQCtNTCvpXpsN=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.419511899999996;15.630502799999999;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Hotel;+43 2236 22435;City Hotel Mödling e.U.;0x476daf04fb424f9f:0x103fcc36bddba47;4.2;Wr. Str. 5, 2340 Mödling, Austria;ChIJn09C-wSvbUcRR7rda8P8AwE;57;http://www.city-hotel.cc/;14;https://lh5.googleusercontent.com/p/AF1QipNQPxBifibF1a2IpjD9NElxQLnI1f2tvU-agsYz=w144-h92-k-no;Understated hotel with breakfast & WI-Fi. Informal rooms & apartments in a modern hotel offering breakfast & Wi-Fi access.. . t;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Mödling;48.0866919;16.29654;;;;;;;
German restaurant;;Gasthaus Strebinger;0x476ddb19aa7fb137:0x2d0a5f14335b38eb;4.2;Siedinger Str. 9, 2631, Austria;ChIJN7F_qhnbbUcR6zhbMxRfCi0;24;undefined;11;https://lh5.googleusercontent.com/p/AF1QipPcfVCYaHmzULSZ4vVex23Cqwq2XC72hipkaXhc=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Ternitz;47.7360113;15.978187199999999;Outdoor seating;Takeaway;Dine-in;Delivery;;;
Insurance company;+43 50 3505 5800;Wiener Städtische Versicherung AG Vienna Insurance Group;0x4773b1f488e7f535:0x681b808ec1288338;3.9;Gartenstraße 2, 4320 Perg, Austria;ChIJNfXniPSxc0cROIMowY6AG2g;7;https://www.wienerstaedtische.at/geschaeftsstellen.html;7;https://lh5.googleusercontent.com/p/AF1QipMNX-EecabnpoANFnCKk90rnsas12L1YrJ2ulxs=w92-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Lower Austria, Amstetten;48.2482569;14.634737;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Greek restaurant;+43 2236 864424;Restaurant Akropolis Mödling;0x476daf1cd862fb37:0xa4ebb2cf95343fb;4.6;Wr. Str. 63, 2340 Mödling, Austria;ChIJN_ti2ByvbUcR-0NT-Sy7Tgo;875;https://www.akropolismoedling.at/;22;https://lh5.googleusercontent.com/p/AF1QipMrZu8vaUgZQHagNEgyz21Od538abemzRhP2_RF=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Mödling;48.0883664;16.3041186;Outdoor seating;Delivery;Takeaway;Dine-in;;;
Club;+43 664 5405525;Regenbogen Vig 4;0x479d6f1a7d334d35:0xce5d9fbbc7d25921;4.6;Vigilgasse 4, 6065 Thaur, Austria;ChIJNU0zfRpvnUcRIVnSx7ufXc4;12;https://facebook.com/Regenbogen-VIG-4-317173168491402/;1;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zM19YwhLJGDS_KjDKQa-5w&cb_client=search.gws-prod.gps&w=80&h=92&yaw=179.00768&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vig in AT, Tyrol, Innsbruck;47.2939266;11.4756062;;;;;;;
;;Ferdinand Dinstl Saal;0x477284429d1f5e9d:0x258ac7bf2e17478c;4.7;Bahnhofpl., 3500 Krems an der Donau, Austria;ChIJnV4fnUKEckcRjEcXLr_HiiU;3;undefined;18;https://lh5.googleusercontent.com/p/AF1QipOl2RnLOx0AC1Ixl0xcBiDoUd55ia2CPT1zF9rN=w138-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.4096537;15.604726699999999;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Fast food restaurant;;Mcdonalds;0x476dc9b60d135235:0x925d1fea760f2790;4.1;Raststation Föhrenberg, Bad Fischau 531, 2752, Austria;ChIJNVITDbbJbUcRkCcPduofXZI;1423;http://www.mcdonalds.at/;81;https://lh5.googleusercontent.com/p/AF1QipMUsfhV1jmtP4y95usQu0EID8y7PeMJRbQywsnu=w122-h92-k-no;Iconic fast-food burger & fries chain. Classic, long-running fast-food chain known for its burgers & fries.. . t;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.848206499999996;16.1823039;Outdoor seating;Drive-through;Takeaway;Dine-in;Delivery;;
Wine bar;+43 2252 52121;Heuriger Familie Wustinger;0x476db1bfcd18fc37:0xfc04a0faca87f59f;4.8;Wr. Str. 1, 2514 Traiskirchen, Austria;ChIJN_wYzb-xbUcRn_WHyvqgBPw;454;undefined;2;https://lh5.googleusercontent.com/p/AF1QipOJDrKaQUriYdtVA2bq8xG7CPJKtdFH-hipgFS3=w80-h145-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Traiskirchen;48.0155588;16.2924814;Outdoor seating;Takeaway;Dine-in;Delivery;;;
;;Kufstein;0x4776375979441037:0x5124a5e46f015bde;;Austria;ChIJNxBEeVk3dkcR3lsBb-SlJFE;;http://www.kufstein.at/;7;https://lh5.googleusercontent.com/p/AF1QipPyYYSp-FkLqB8PGKPP5gFhK1zYXwVNkaQ8Naql=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Tyrol, Kufstein;47.58237;12.162749999999999;;;;;;;
Supermarket;+43 59 9150 3840;BILLA PLUS;0x476dcb8836b4109f:0xb3ea1d816ecb0867;4.3;Marktgasse 2, 2700 Wiener Neustadt, Austria;ChIJnxC0NojLbUcRZwjLboEd6rM;1744;https://www.billa.at/;68;https://lh5.googleusercontent.com/p/AF1QipNSp5kkytCKZjIHRGegKExkPuQk5Uc300OmlNSw=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.803515999999995;16.237472;In-store pick-up;;;;;;
Hotel;+43 2622 29400;Hilton Garden Inn Wiener Neustadt;0x476dcb8ef0538635:0x4629eb627c4a6a7c;4.6;Promenade 6, 2700 Wiener Neustadt, Austria;ChIJNYZT8I7LbUcRfGpKfGLrKUY;1217;https://www.hilton.com/en/hotels/viewngi-hilton-garden-inn-wiener-neustadt/;18;https://lh5.googleusercontent.com/p/AF1QipPeN-DoOrRUGrWyrJ6nDb-8UYZd_cfqOS0CiX5n=w153-h92-k-no;Unfussy hotel with a restaurant & a gym. Unassuming hotel featuring casual rooms, a restaurant & a gym, plus free parking, breakfast & Wi-Fi.. . t;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.8100002;16.2403117;;;;;;;
Furniture store;+43 2732 87535;Leiner;0x47728462f89d5ea3:0xef75fbb54e2d5cf6;3.4;MARIANDL, Wr. Str. 91, 3500 Krems an der Donau, Austria;ChIJo16d-GKEckcR9lwtTrX7de8;55;https://www.leiner.at/filialen/leiner-krems;55;https://lh5.googleusercontent.com/p/AF1QipMyMsONMraZWPTu8y0MrynSi_S6Yjx-3i0SKHtq=w109-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.417830099999996;15.620008299999999;Delivery;In-store pick-up;;;;;
Supermarket;+43 2732 85174;INTERSPAR;0x47728462f89d5ea3:0x36ba19f51a44b2fa;4.4;Wr. Str. 91, 3500 Krems an der Donau, Austria;ChIJo16d-GKEckcR-rJEGvUZujY;899;https://www.spar.at/standorte/interspar-krems-3500-wienerstrasse-91;67;https://lh5.googleusercontent.com/p/AF1QipNWkm9Pwitu8ebLDDBc4LWTL8JV6TuXNfTpbptD=w115-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.417339299999995;15.620194999999999;In-store pick-up;Same-day delivery;;;;;
River;;Schwechat;0x476dab1bf58d58a3:0x85db57d1da57a387;4.5;Austria;ChIJo1iN9RurbUcRh6NX2tFX24U;8;undefined;6;https://lh5.googleusercontent.com/p/AF1QipMHC2VUCdtpx-J75prb3_s6BcIN8_G79CeEmDtG=w80-h142-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Schwechat;48.1043391;16.4362569;;;;;;;
Castle;+43 5372 66525;Kufstein Fortress;0x4776375ac38b8ca3:0xd558bed8bc57afa7;4.6;Festung 2, 6330 Kufstein, Austria;ChIJo4yLw1o3dkcRp69XvNi-WNU;9759;https://www.festung.kufstein.at/;2;https://lh5.googleusercontent.com/p/AF1QipPY0wNAE0OK9p-Bxn7V5lnSkDo_hRbnnekJpgxE=w234-h92-k-no;Hilltop fortress & local history museum. Medieval fortress overlooking a river with local history museum, former state prisons & tours.. . t;@40.7455096,-74.0083012,14z;vig in AT, Tyrol, Kufstein;47.5812968;12.1685796;Wheelchair-accessible entrance;;;;;;
Insurance agency;+43 50 330 330;DONAU Versicherung AG Vienna Insurance Group - Landesdirektion;0x477690e93945ba3b:0x32c1724c75966890;3.7;Friedensstraße 11, 5020 Salzburg, Austria;ChIJO7pFOemQdkcRkGiWdUxywTI;57;https://www.donauversicherung.at/;3;https://lh5.googleusercontent.com/p/AF1QipPXePAV82qRTD39T0L-K9kdzEGW8ArK8b4NbVUs=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Salzburg, Salzburg;47.7856208;13.063702;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Insurance agency;+43 6582 74009;UNIQA GeneralAgentur LÖWI GmbH & Kfz Zulassungsstelle;0x4776e3c018e6f13b:0x73db9901357b7c08;4.3;Bahnhofstraße 26, 5760 Saalfelden am Steinernen Meer, Austria;ChIJO_HmGMDjdkcRCHx7NQGZ23M;6;https://www.uniqa.at/versicherung/cms/betreuer/visitenkarte.html;4;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vfDms9_yfJkQQ0SW3Kn8UQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=17.174242&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Salzburg, Saalfelden am Steinernen Meer;47.4270207;12.8428252;Wheelchair-accessible car park;;;;;;
Event venue;+43 2742 71400;VAZ St. Pölten;0x476d877c3d021f39:0x3274668316994434;4.3;Kelsengasse 9, 3100 St. Pölten, Austria;ChIJOR8CPXyHbUcRNESZFoNmdDI;1857;https://www.vaz.at/;4;https://lh5.googleusercontent.com/p/AF1QipMwPFd10Uda99hhODB2wJ3KV2snujWhkAU-QvYs=w138-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Sankt Pölten;48.177748199999996;15.6228406;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Car repair and maintenance service;+43 59 101 9815;FORSTINGER Wr. Neustadt;0x476dcbca97e41a39:0xa3a5fd56b6346afd;4;Prof.-Dr.-Stephan-Koren-Straße 14, 2700 Wiener Neustadt, Austria;ChIJORrkl8rLbUcR_Wo0tlb9paM;199;http://www.forstinger.com/;13;https://lh5.googleusercontent.com/p/AF1QipNAkuNTMbYMBRF2Y2n6g_lmyDmBOszLlG9psTZA=w92-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.8400588;16.2466348;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Insurance company;+43 2742 733860;Niederösterreichische Versicherung AG - Kundenbüro St.Pölten;0x476d87e884d26b39:0x9d68ad1dc2565cc1;4.3;Neue Herrengasse Haus, 10/4, 3100 St. Pölten, Austria;ChIJOWvShOiHbUcRwVxWwh2taJ0;11;https://www.nv.at/kundenbuero-st.-poelten;5;https://lh5.googleusercontent.com/p/AF1QipOBoL3aeI0CRXQnrZDssoM2giejvX4Q2XcPI3W2=w103-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Lower Austria, Sankt Pölten;48.2015628;15.632349699999999;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Austrian restaurant;+43 1 7079888;Wienerwald fast&fresh;0x476daae0cb6118a3:0x28783a4df6b1d0c3;3.7;Franz Schubert-Straße 5-7, 2320 Schwechat, Austria;ChIJoxhhy-CqbUcRw9Cx9k06eCg;471;http://www.wienerwald.at/;3;https://lh5.googleusercontent.com/p/AF1QipPcZ0j92CBmDmxNJv2TPzlYelEL-5GI8uBzjHqq=w80-h106-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Schwechat;48.138293499999996;16.4783415;Outdoor seating;Delivery;Takeaway;Dine-in;;;
Clothing store;+43 699 13541287;C&A;0x476dcba3a73273a1:0x9c194a6dbeb14592;4.3;Stadionstraße 10-12/Top 42, 2700 Wiener Neustadt, Austria;ChIJoXMyp6PLbUcRkkWxvm1KGZw;27;https://www.c-and-a.com/at/de/shop;69;https://lh5.googleusercontent.com/p/AF1QipMFLu5Ud66nzeVyUylqAzMjMZU78J8LQzZ7jU4_=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.823449499999995;16.2573296;In-store pick-up;Delivery;Same-day delivery;;;;
Insurance agency;+43 2630 30038;Allianz-Agenturverbund Niederösterreich;0x476dd078f10f8d39:0x2aa9088ea33eaca1;;Ruedlstraße 14, 2630 Ternitz, Austria;ChIJOY0P8XjQbUcRoaw-o44IqSo;;http://www.agenturverbund-niederoesterreich.at/;5;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dMaBCTH0o2DpbCN6WHvQLw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=73.815926&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Lower Austria, Ternitz;47.717250299999996;16.036853699999998;;;;;;;
Restaurant;+43 2243 20432;Einkehr Zur wüdn Goaß;0x476d0f106dc22ca3:0x4dd1855acf74f5d;4.3;Strandbadstraße 15, 3400 Klosterneuburg, Austria;ChIJoyzCbRAPbUcRXU_3rFUY3QQ;959;http://www.wuede-goass.at/;4;https://lh5.googleusercontent.com/p/AF1QipM6Z-qCC0QQ20EcEe9inWuKz7r5QqmzORxBC6qK=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Klosterneuburg;48.305986499999996;16.3361663;Outdoor seating;Kerbside pickup;Takeaway;Dine-in;Delivery;;
Insurance company;+43 50 3506 6314;Wiener Städtische Versicherung AG Vienna Insurance Group;0x4770746bfd2d343b:0x3e2ffdb1798ae28d;3.2;Nautilusweg 12, 9020 Klagenfurt am Wörthersee, Austria;ChIJOzQt_Wt0cEcRjeKKebH9Lz4;6;https://www.wienerstaedtische.at/geschaeftsstellen.html;1;https://lh5.googleusercontent.com/p/AF1QipOPsgOlH44cNqlAvJiUUbkKkn1bHYbuAANeiVzi=w123-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Carinthia, Klagenfurt am Wörthersee;46.617112899999995;14.2666376;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Hotel;+43 4352 370001;Alpenhotel Ozon Wolfgruber;0x476fdfaf7ab191a7:0x4c71dd8c8bfc00b7;4.7;Rieding 11, 9431 Wolfsberg, Austria;ChIJp5Gxeq_fb0cRtwD8i4zdcUw;99;https://alpenhotel-ozon-wolfgruber.travelaustria.top/;14;https://lh3.googleusercontent.com/gps-proxy/ALd4DhG8Sz3-NwkYv2yBO7ttZqCKb1mUw8wJznwiPfJYuz2x2R5AzqJ0gyJygBp08HBFBB_eh6xshvj86V8BIQpSh1ZoZhHOqcwqAWnEEAXB2GW1SY120pKgCsYGOq9EF_alz013RZ_j_TCyfqKE8kYcG3JuuSx7LY9x1cHx-XdMqD6hrQvOyFz79I8nMQ=w119-h92-k-no;Relaxed guesthouse with dining & a sauna. Simply furnished rooms in an airy guesthouse offering free breakfast & Wi-Fi, plus dining & a sauna.. . t;@40.7455096,-74.0083012,14z;vig in AT, Carinthia, Wolfsberg;46.817924999999995;14.914304999999999;;;;;;;
Government office;+43 2630 38240;Stadtgemeinde Ternitz;0x476dda7b93d0d7a7:0xd8b82e7ab50dacee;3.9;Hans Czettel-Platz 1, 2630, Austria;ChIJp9fQk3vabUcR7qwNtXouuNg;9;http://www.ternitz.gv.at/;18;https://lh5.googleusercontent.com/p/AF1QipMXT7ykEnaFs0wqk-irkpWligivVUYBgsCVryM9=w80-h142-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Ternitz;47.7067382;16.019206099999998;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Insurance company;+43 664 6013953218;Wiener Städtische Versicherung AG Vienna Insurance Group;0x476dda7b93d0d7a7:0x6a5e1e1a5984488;4;Ruedlstraße 5, 2630 Ternitz, Austria;ChIJp9fQk3vabUcRiESYpeHhpQY;3;https://www.wienerstaedtische.at/geschaeftsstellen.html;1;https://lh5.googleusercontent.com/p/AF1QipPb0nFot4hbs4pWbbzkMZJreTDlpNM8baN2DCy6=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Lower Austria, Ternitz;47.716940199999996;16.0360859;Wheelchair-accessible car park;;;;;;
Cold cut store;+43 4352 81740;Josef Kehraus;0x4770203ba3a9d2a5:0x21b95fbba7056172;4.5;Alte Str. 10, 9431 Wolfsberg, Austria;ChIJpdKpozsgcEcRcmEFp7tfuSE;41;undefined;19;https://lh5.googleusercontent.com/p/AF1QipMq7ugqhaRdX7dI2apTo4ywJ3htndsnxedt5QBR=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Carinthia, Wolfsberg;46.808830799999996;14.8324445;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Funeral home;+43 7472 6097016;Funeral Tempora Amstetten;0x477248f1016bd4a5:0x684f0e5279298a31;5;Ybbsstraße 1, 3300 Amstetten, Austria;ChIJpdRrAfFIckcRMYopeVIOT2g;12;http://www.tempora.at/;5;https://lh5.googleusercontent.com/p/AF1QipPeDop-5qMiUxd-xM8k-hEOktSFJfweD09AM-jP=w206-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Amstetten;48.120726;14.870788;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Art museum;+43 2243 87087;Art Brut Center Gugging;0x476d0c23f2c9f53d:0x6bcc485c160a83fe;4.8;Am Campus 2, 3400 Klosterneuburg, Austria;ChIJPfXJ8iMMbUcR_oMKFlxIzGs;52;http://www.gugging.org/;25;https://lh5.googleusercontent.com/p/AF1QipPEyUEOLlKjpGGnrp9TjHaILMdLHHu0t4fUSbG4=w80-h106-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Klosterneuburg;48.3131403;16.258346;Wheelchair-accessible car park;Wheelchair-accessible entrance;Wheelchair-accessible toilet;;;;
Hamburger restaurant;+43 2236 404325;Burger KUHnst Mödling;0x476daf8e192600a5:0x2fce0dbfd34ea15f;4.6;Hauptstraße 25, 2340 Mödling, Austria;ChIJpQAmGY6vbUcRX6FO078Nzi8;794;http://www.burgerkuhnst.at/;11;https://lh5.googleusercontent.com/p/AF1QipN7DKqi4jrFyLHFQbKVblvhWUKyAXxPjF__C8aO=w80-h105-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Mödling;48.0862177;16.2917895;Kerbside pickup;No-contact delivery;Delivery;Takeaway;Dine-in;;
Insurance agency;+43 2253 58102;Viversa Concept Versicherungsmakler GmbH;0x476db3ebfdfa18a5:0xbe33c91f7e092478;;Kulturstr. 1, 2522 Oberwaltersdorf, Austria;ChIJpRj6_euzbUcReCQJfh_JM74;;http://ihrmakler.info/;4;;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Lower Austria, Traiskirchen;47.969089;16.3163639;;;;;;;
Insurance company;+43 50 3506 5400;Wiener Städtische Versicherung AG Vienna Insurance Group;0x476e35c4f02c2da5:0x67318e804e3cf51f;3.3;Andritzer Reichsstraße 26, 8045 Graz, Austria;ChIJpS0s8MQ1bkcRH_U8ToCOMWc;14;https://www.wienerstaedtische.at/geschaeftsstellen.html;2;https://lh5.googleusercontent.com/p/AF1QipNLPbJnk9Liq9s2rM8CCGiJK4Dqeffnt0557_9b=w137-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Styria, Graz;47.1013472;15.4262015;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Restaurant;+43 676 4041442;Gasthaus Linzertor;0x477284340f682c3d:0x91e5329532b11736;4.5;3500 Krems an der Donau, Austria;ChIJPSxoDzSEckcRNhexMpUy5ZE;436;http://www.gasthaus-linzertor.at/;9;https://lh5.googleusercontent.com/p/AF1QipODaAHiiLhR0hEd5tQKuNLkhOGY0Hn8SyyLoq27=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.4003562;15.5772917;Outdoor seating;Takeaway;Dine-in;Delivery;;;
Insurance company;+43 2742 90130;Niederösterreichische Versicherung AG - Zentrale;0x476d875842d33c3d:0xdd4bd402fb6fe032;4;Neue Herrengasse 10, 3100 St. Pölten, Austria;ChIJPTzTQliHbUcRMuBv-wLUS90;27;http://www.nv.at/;6;https://lh5.googleusercontent.com/p/AF1QipOdzTQNDhTvB7q0X7rdn_Gt_sfMK7t-g5Vkkx-g=w80-h106-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Lower Austria, Sankt Pölten;48.2017137;15.6325685;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Sports complex;+43 662 62341121;Eisarena Salzburg / Kunsteisbahn;0x4776908e10aa543d:0xddb791fe38e36d8e;4.4;Hermann-Bahr-Promenade 2, 5020 Salzburg, Austria;ChIJPVSqEI6QdkcRjm3jOP6Rt90;446;undefined;5;https://lh5.googleusercontent.com/p/AF1QipMQf8dqdo7IYaC_EgUAdEo8Cf1I3k4DbMTAd202=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Salzburg, Salzburg;47.7982144;13.0596179;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Auto insurance agency;+43 4350 35053900;Zulassungsstelle Wiener Städtische Versicherung AG;0x477248fa7a8d6ea5:0x252d223cb6cc796f;4.5;Waidhofner Str. 31, 3300 Amstetten, Austria;ChIJpW6NevpIckcRb3nMtjwiLSU;11;https://www.wienerstaedtische.at/geschaeftsstellen.html;2;https://lh5.googleusercontent.com/p/AF1QipNnB6yaMXWSYb7F8YoGzA6Au40KgsfZPAtyBkad=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Lower Austria, Amstetten;48.1211245;14.866397999999998;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Newspaper publisher;+43 3842 43842;RegionalMedien Steiermark (Woche Leoben);0x4771de3fdfab083f:0xad380509fe1cb295;4.5;Homanngasse 7, 8700 Leoben, Austria;ChIJPwir3z_ecUcRlbIc_gkFOK0;2;http://www.meinbezirk.at/leoben;18;https://lh5.googleusercontent.com/p/AF1QipNcDz8akaJEhxbnbOcpKqQQ2Rrfv4aCkf1OFyTQ=w80-h106-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Styria, Leoben;47.3800003;15.093156599999999;;;;;;;
Inn;+43 4352 3259;Gasthof-Pension Ölberger;0x477020f276fe4543:0x1258afaaa6be0110;3.9;Hintergumitsch 28, 9400 Wolfsberg, Austria;ChIJQ0X-dvIgcEcREAG-pqqvWBI;379;http://www.gasthof-oelberger.at/;10;https://lh5.googleusercontent.com/p/AF1QipOrPXjs_jUAHu1Jid62mGhUbPRkIENBvZgUPIk4=w148-h92-k-no;Cozy inn with dining & simple rooms. Casual rooms, some with balconies, in a warm inn offering free breakfast, dining & a beer garden.. . t;@40.7455096,-74.0083012,14z;vig in AT, Carinthia, Wolfsberg;46.8424018;14.854612699999999;;;;;;;
