type;phone;title;dataId;rating;address;placeId;reviews;website;position;thumbnail;keyword.ll;keyword.keyword;gpsCoordinates.latitude;gpsCoordinates.longitude;serviceOptions.0;serviceOptions.1;serviceOptions.2
Insurance agency;+43 664 1514777;UNIQA GeneralAgentur Jany & Partner;0x4773d3d223e7ad17:0x145d5e55a4d2dda6;4.8;Schellnau 7, 4463 Großraming, Austria;ChIJF63nI9LTc0cRpt3SpFVeXRQ;5;https://www.uniqa-jany-partner.at/;71;https://lh5.googleusercontent.com/p/AF1QipMBDSaLVkmiSSfwMObuXKa70PEW4kDXPFvtq7ZI=w122-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;47.883760699999996;14.5494609;Wheelchair-accessible car park;;
Insurance agency;+43 664 88827074;UNIQA GeneralAgentur DSGS OG;0x477020513947ba15:0x8d89071fa3b1dd3d;4.6;St. Thomaser Str. 24, 9400 Wolfsberg, Austria;ChIJFbpHOVEgcEcRPd2xox8HiY0;14;https://dsgs-versicherung.at/;2;https://lh5.googleusercontent.com/p/AF1QipNqRlqyILVV8xBfREpSMAKyaA4n0F6sfSkwYLSs=w129-h92-k-no;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Carinthia, Wolfsberg;46.8295728;14.834024099999999;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 676 7113235;UNIQA GeneralAgentur Ritter Wolfgang;0x47737509cbe9437d:0xee3ee06c86daa41e;5;Windflach 50, 4192 Schenkenfelden, Austria;ChIJfUPpywl1c0cRHqTahmzgPu4;15;https://www.uniqa.at/;72;https://lh5.googleusercontent.com/p/AF1QipPDUL8Mx1aHfc-LPZYnufc43Ll_ZrPKVVxa_ZiZ=w122-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;48.5041979;14.3726808;Wheelchair-accessible car park;;
Corporate office;+43 316 7820;Uniqa Versicherungen AG;0x476e350d94222217:0xbbc92bd4676982fe;2.3;Alte Poststraße 161, 8020 Graz, Austria;ChIJFyIilA01bkcR_oJpZ9Qrybs;4;https://www.uniqa.at/versicherung/cms/services/uniqa_vor_ort/UNIQA_vor_Ort.de.html;12;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=w0BTgoDdtv6VrucwLS13vQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=188.71635&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Styria, Graz;47.066392099999995;15.4114852;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance company;+43 463 5832418;UNIQA Kfz Zulassungsstelle Primoschgasse;0x47707503443a237f:0xd692fb854cb0db75;;Primoschgasse 5, 9020 Klagenfurt am Wörthersee, Austria;ChIJfyM6RAN1cEcRdduwTIX7ktY;;https://www.uniqa.at/versicherung/startseite.html;5;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BUSH8Rc63glZuIoPcUiTMg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=348.07684&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Carinthia, Klagenfurt am Wörthersee;46.6108481;14.3299276;Wheelchair-accessible car park;;
Insurance company;+43 6132 23556;UNIQA ServiceCenter & Kfz Zulassungsstelle Bad Ischl;0x47714df0337a8415:0xd053371718913b32;4.9;Tänzlgasse 15, 4820 Bad Ischl, Austria;ChIJFYR6M_BNcUcRMjuRGBc3U9A;16;https://servicecenter.uniqa.at/bad-ischl/de/;30;https://lh5.googleusercontent.com/p/AF1QipPw1pKaAU4Xff4vDNcTEsqkPMe8L_NJ-3--1eSZ=w80-h106-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;47.711360899999995;13.616940699999999;Wheelchair-accessible car park;;
Driver and vehicle licensing agency;+43 1 213334221;UNIQA Kfz Zulassungsstelle Erdbergstraße;0x476d01b206ea5583:0x88a0104702bad0e6;4.8;Erdbergstraße 189/193, 1030 Wien, Austria;ChIJg1XqBrIBbUcR5tC6AkcQoIg;10;https://www.uniqa.at/versicherung/kfz/kfz-zulassung-zulassungsstellen.html;29;https://lh5.googleusercontent.com/p/AF1QipPghePGG2zURsj6d9avfI02K2qvALfq0S2xUOH1=w80-h142-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Vienna, Vienna;48.186529;16.4253783;Wheelchair-accessible car park;;
Insurance agency;+43 7235 62256;UNIQA GeneralAgentur Hons & Partner;0x4773a3b11a24dd83:0x315a6b81ce31b3c5;5;Gaisbacher Str. 36b, 4210 Gallneukirchen, Austria;ChIJg90kGrGjc0cRxbMxzoFrWjE;4;https://www.uniqa-hons.at/;13;https://lh5.googleusercontent.com/p/AF1QipNXFRAo5EQx6Jt929lUANJqYOm9A9-jmyR4yrch=w163-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;48.347470799999996;14.4234259;Wheelchair-accessible car park;;
Insurance agency;+43 512 302887;UNIQA GeneralAgentur Barisic & Partner KG & Kfz Zulassungsstelle;0x479d6f32c05bd71b:0x1d5bfc0299489132;;Haller Str. 143, 6020 Innsbruck, Austria;ChIJG9dbwDJvnUcRMpFImQL8Wx0;;https://www.uniqa-barisic-partner-kg.at/;9;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XP7Yom9tNzRA9zAq435MEw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=20.974266&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Tyrol, Innsbruck;47.2758402;11.4288748;;;
Insurance agency;+43 316 244545;UNIQA GeneralAgentur Royer GmbH & Kfz Zulassungsstelle;0x476e355d1df3b081:0x724ed8450aced75f;3;Kärntner Str. 164, 8053 Graz, Austria;ChIJgbDzHV01bkcRX9fOCkXYTnI;5;https://www.va-royer.at/graz-neuhart/;4;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eTB9CO7amuyAtP_1H6boWA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=282.70502&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Styria, Graz;47.0459676;15.414398499999999;Wheelchair-accessible car park;;
Insurance agency;+43 664 5509093;UNIQA General Agentur Harald Friedl;0x479b6b4d4826e381:0x68ebc5edd56004f1;4.4;Dr. Anton-Schneider-Straße 2, 6850 Dornbirn, Austria;ChIJgeMmSE1rm0cR8QRg1e3F62g;8;undefined;8;https://lh5.googleusercontent.com/p/AF1QipMjt6X5Krq2htxQsgwNcBCiLTo1v9_B_sUEmsy9=w80-h92-k-no-pi-0-ya2.4790118-ro-0-fo100;@40.7455096,-74.0083012,14z;uniqa in AT, Vorarlberg, Dornbirn;47.4176188;9.7399744;Online appointments;On-site services;
Insurance agency;+43 2630 30808;Uniqa Versicherung Sqadra Ternitz Tanzer&Tanzer - KFZ Schnell Anmelde Service;0x476dd078f5df0a19:0xfc3c3f348347eb59;4;Ruedlstraße 13/6, 2630 Ternitz, Austria;ChIJGQrf9XjQbUcRWetHgzQ_PPw;3;http://www.tanzerundtanzer.at/;1;https://lh5.googleusercontent.com/p/AF1QipN590KpET_UKKpJX_5alB8OwjFiGkqE7iKu0dlD=w363-h92-k-no;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Lower Austria, Ternitz;47.7175186;16.0368741;Wheelchair-accessible car park;;
Insurance agency;+43 676 3027091;UNIQA GeneralAgentur Eder Andreas;0x476c4d0cbe433881:0xb0e202b795ad0bf6;5;Gewerbepark 1, 2440 Reisenberg, Austria;ChIJgThDvgxNbEcR9gutlbcC4rA;4;https://www.uniqa-eder.at/;16;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=adztUbbIzHmmwc3nKBmvJg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=188.69507&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Lower Austria, Traiskirchen;47.9969791;16.5303672;Wheelchair-accessible car park;;
Insurance agency;+43 512 370887;UNIQA GeneralAgentur Rieglhofer;0x479d6f87b2811483:0xe839be8ef41ea28b;5;Wörndlestraße 22a, 6020 Innsbruck, Austria;ChIJgxSBsodvnUcRi6Ie9I6-Oeg;4;https://www.uniqa-rieglhofer.at/;13;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Z3FcYDg4psuHZoxhkfVEfA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=150.87871&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Tyrol, Innsbruck;47.272687499999996;11.4206129;Wheelchair-accessible car park;;
Insurance agency;+43 7244 80789;UNIQA GeneralAgentur Pröll & Partner & Kfz Zulassungsstelle;0x4773efbe0b13481f:0xa31b5e69c1ba9966;4.4;Hauptstraße 26, 4642 Sattledt, Austria;ChIJH0gTC77vc0cRZpm6wWleG6M;15;https://www.uniqa-proell.at/;38;https://lh5.googleusercontent.com/p/AF1QipPX4ByWnhKutHT4T_EL7ly5u0rUcgCfR0-afVd7=w80-h106-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;48.0732152;14.0576952;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance company;+43 662 8689;UNIQA Landesdirektion Salzburg | ServiceCenter & Kfz Zulassungsstelle;0x4776907a8f0dfd87:0xc5125ac87468fbb4;3.7;Auerspergstraße 9, 5020 Salzburg, Austria;ChIJh_0Nj3qQdkcRtPtodMhaEsU;42;https://servicecenter.uniqa.at/salzburg/de/;1;https://lh5.googleusercontent.com/p/AF1QipNmpIMiBzZwENv7bZq3lVP-oh7_s_WqiYhQoDpm=w142-h92-k-no;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Salzburg, Salzburg;47.807130099999995;13.0400168;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 2252 23045;UNIQA Generalagentur Paul Castellitz;0x476db05bcb936e87:0xc352f36a27a45b4d;;Wiener Str. 24, 2500 Baden, Austria;ChIJh26Ty1uwbUcRTVukJ2rzUsM;;undefined;3;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iet7rkvFx7JHSSkhL83rAw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=156.25548&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Lower Austria, Baden;48.010782999999996;16.2441045;;;
Insurance company;+43 7472 624600;UNIQA ServiceCenter & Kfz Zulassungsstelle Amstetten;0x477248eddf41b185:0x9ecb32b8a45379b7;4.6;Preinsbacher Str. 15, 3300 Amstetten, Austria;ChIJhbFB3-1IckcRt3lTpLgyy54;27;https://servicecenter.uniqa.at/amstetten/de/;1;https://lh5.googleusercontent.com/p/AF1QipMv5e11Y3ay1G3pFLJltC00jNCwDzZRMPE-48-S=w163-h92-k-no;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Lower Austria, Amstetten;48.124518599999995;14.875899299999999;;;
Insurance agency;+43 6232 36555;UNIQA GeneralAgentur Bliem;0x4776a388a6e6c885:0xd39a88c34cb09d99;;Thalgaustraße 2, 5310 Gaisberg, Austria;ChIJhcjmpoijdkcRmZ2wTMOImtM;;https://www.uniqa-agentur-bliem.at/;78;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zBX2WYNL0IT7kkfbBJgQKg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=300.77173&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;47.8480832;13.3400401;Wheelchair-accessible car park;;
Insurance agency;+43 664 5477580;UNIQA GeneralAgentur Benesch Kurt Versicherungsagentur GmbH;0x476d05ba8d10fa85:0x44bdab6d43a1cdb3;3.9;Jedlersdorfer Str. 294/R1, 1210 Wien, Austria;ChIJhfoQjboFbUcRs82hQ22rvUQ;18;https://www.uniqa-vagbenesch.at/;32;https://lh5.googleusercontent.com/p/AF1QipN6Kyg117wFGb-YK488YbCZJJuQhXQyG8wYMpPX=w138-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Vienna, Vienna;48.2939869;16.4135108;Online appointments;On-site services;
Insurance agency;+43 7263 21900;UNIQA GeneralAgentur Schinnerl & Partner & Kfz Zulassungsstelle;0x4773afc62b2f0f1d:0x80e4b4ded1fcdfd4;5;Mistlberg 98, 4284 Tragwein, Austria;ChIJHQ8vK8avc0cR1N_80d605IA;2;https://www.uniqa-schinnerl-partner.at/;32;https://lh5.googleusercontent.com/p/AF1QipMnbgnkEjJnyu7Rk8q2ZI9rbxfWTD1JZ99DWxax=w138-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;48.3327643;14.578946;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Auto insurance agency;+43 7612 77805;UNIQA GeneralAgentur Traunsee & Kfz Zulassungsstelle;0x4773ff92260a0a1d:0xa3483e2107ac6a2f;5;Bahnhofstraße 18, 4810 Gmunden, Austria;ChIJHQoKJpL_c0cRL2qsByE-SKM;16;https://www.uniqa-traunsee.at/;49;https://lh5.googleusercontent.com/p/AF1QipPJmAgzBVHGXtggo37vwimKw-KiJkdoLBNJ2Gc5=w150-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;47.9219752;13.7938406;Wheelchair-accessible car park;;
Insurance agency;+43 660 5191081;UNIQA CAPUN GA;0x479b138d158b2385:0xbf9df356f0438c22;4.3;Hirtenweg 4, 6850 Dornbirn, Austria;ChIJhSOLFY0Tm0cRIoxD8Fbznb8;6;undefined;8;https://lh5.googleusercontent.com/p/AF1QipN1_bY-jTd-Euv3jWtyG1V0-ZjQAikplRDi_0B3=w162-h92-k-no;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Vorarlberg, Dornbirn;47.4101692;9.7213014;On-site services;Online appointments;
Insurance agency;+43 1 8694396;UNIQA GeneralAgentur CBP Perchtoldsdorf GmbH;0x476da5ff1b2b2585:0x72bc8b26c940b50;4.9;Franz-Josef-Straße 5, 2380 Perchtoldsdorf, Austria;ChIJhSUrG_-lbUcRUAuUbLLIKwc;9;https://www.uniqa-perchtoldsdorf.at/;15;https://lh5.googleusercontent.com/p/AF1QipN51t9Is8tScB3cfKEeZB-8wq7_GvTQgoz_5ERu=w125-h92-k-no;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Lower Austria, Traiskirchen;48.120266199999996;16.2669373;;;
Insurance company;+43 1 21333;UNIQA ServiceCenter & KFZ Zulassungsstelle Donaucity;0x476d040146c7678b:0x8fb51c06edfa8eb9;4.8;Rautenweg 37/1, 1220 Wien, Austria;ChIJi2fHRgEEbUcRuY767QYctY8;106;https://servicecenter.uniqa.at/wien22/de/;9;https://lh5.googleusercontent.com/p/AF1QipOGij5e8OCyiyscebRfHXQwfnxgm7H885oEocCj=w163-h92-k-no;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Vienna, Vienna;48.2625897;16.4627735;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Driver and vehicle licensing agency;+43 1 213332490;UNIQA Kfz Zulassungsstelle Porsche Wien-Erdberg;0x476d07414674c723:0xc077d72cc1ebdbd4;5;Erdberger Lände 34, 1030 Wien, Austria;ChIJI8d0RkEHbUcR1NvrwSzXd8A;3;https://www.uniqa.at/versicherung/kfz/kfz-zulassung-zulassungsstellen.html;31;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ce6X9k3vx_kMWBbvU6dR1g&cb_client=search.gws-prod.gps&w=80&h=92&yaw=122.33805&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Vienna, Vienna;48.200887099999996;16.4052739;Wheelchair-accessible entrance;;
Insurance agency;+43 4242 34477;UNIQA GeneralAgentur NEMO & Kfz Zulassungsstelle;0x477a7f8a7641ef23:0x6e13c74d3521c30d;5;Handwerkstraße 8, 9500 Villach, Austria;ChIJI-9Bdop_ekcRDcMhNU3HE24;7;https://www.uniqa-nemo.at/;2;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KfuC3_RA7K_WxBoawKlz0A&cb_client=search.gws-prod.gps&w=80&h=92&yaw=150.26915&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Carinthia, Villach;46.5963194;13.8470354;Wheelchair-accessible car park;;
Insurance agency;+43 660 2233399;UNIQA GeneralAgentur Röthig & Partner;0x4773bb0f5b97a521:0xd457d454931f7dfd;4;Geranienstraße 6, 4481 Asten, Austria;ChIJIaWXWw-7c0cR_X0fk1TUV9Q;4;https://www.uniqa-roethig-partner.at/;24;;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;48.217579799999996;14.4226838;Wheelchair-accessible car park;;
Insurance company;;Michael BOHRN // UNIQA Versicherungen AG UNIQA INSURANCE GROUP MÖDLING;0x476daf0f6c351289:0x211576de4ef0d52a;5;Hauptstraße 35, 2340 Mödling, Austria;ChIJiRI1bA-vbUcRKtXwTt52FSE;1;http://www.uniqa.at/;10;https://lh5.googleusercontent.com/p/AF1QipPIgK5mskoVvk1MGaMHzxNQI_iDmfhiy1ZaZd6H=w80-h117-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Lower Austria, Traiskirchen;48.0861796;16.290691799999998;Online appointments;On-site services;
Insurance agency;+43 1 8971313;UNIQA GeneralAgentur Andrle Alexander;0x476d098dbeee3521:0x9533ecc3ca80f65;;Kainzgasse 19/Top 3, 1170 Wien, Austria;ChIJITXuvo0JbUcRZQ-oPMw-Uwk;;https://www.uniqa.at/;22;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pjLywU9gUgaGM6oPHedAoA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=286.69113&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Vienna, Vienna;48.2249067;16.310821999999998;;;
Insurance agency;+43 664 8232265;UNIQA GeneralAgentur VA Winkler GmbH;0x4776a312c1308a21:0xa1ddec53eaa386ce;5;Hans Schmidinger-Str. 14, 5303 Thalgau, Austria;ChIJIYowwRKjdkcRzoaj6lPs3aE;3;https://www.uniqa-winkler.at/;73;https://lh5.googleusercontent.com/p/AF1QipPHZoB6uxxld-gWhBzQnLHaSJ2j7NfZ9lNZgKBE=w163-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;47.8388421;13.254981899999999;Wheelchair-accessible car park;;
Insurance agency;+43 316 2445450;Jörg Witte Uniqa;0x476e35237514c38f:0xe145fce00214a34c;;Kärntner Str. 164, 8053 Graz, Austria;ChIJj8MUdSM1bkcRTKMUAuD8ReE;;http://www.va-royer.at/;9;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eTB9CO7amuyAtP_1H6boWA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=284.1199&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Styria, Graz;47.045969299999996;15.4144404;;;
Insurance agency;+43 664 2501477;Alexandra Fluch;0x479d6bec1a60a125:0x3aba8fc56ef2596d;;Fischnalerstraße 12, 6020 Innsbruck, Austria;ChIJJaFgGuxrnUcRbVnybsWPujo;;http://www.uniqa.at/vai-reindlfluchog;20;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=z4kswtVgZVaz4pbcCchVyw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=273.85278&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Tyrol, Innsbruck;47.262255599999996;11.3796906;Wheelchair-accessible car park;;
Insurance agency;+43 512 280160;UNIQA VAI Reindl, Fluch & Valle OG;0x479d6bec1a60a125:0x8c63bb9e5e69a179;4.6;Fischnalerstraße 12, 6020 Innsbruck, Austria;ChIJJaFgGuxrnUcReaFpXp67Y4w;5;undefined;6;https://lh5.googleusercontent.com/p/AF1QipPnlkcUoeqn8O9rqdTpPvn7Byh74cgaxBEiwEAp=w190-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Tyrol, Innsbruck;47.262490899999996;11.3799298;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 7237 2636;UNIQA GeneralAgentur Hauser & Partner GmbH & Kfz Zulassungsstelle;0x4773bb2ea9923e25:0x274f12a9778d4830;4.9;Marktpl. 2, 4222 St. Georgen an der Gusen, Austria;ChIJJT6SqS67c0cRMEiNd6kSTyc;32;https://www.hauser-partner.eu/;18;https://lh5.googleusercontent.com/p/AF1QipO5WFAAsnmeMbaptg69QfhlSN2plAac2AA1Dbrr=w92-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;48.2720038;14.448025699999999;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance company;+43 316 583566;UNIQA Kfz Zulassungsstelle Denzel Graz;0x476e357679033725:0x7e26cea3bdeeab6e;4.3;Wetzelsdorfer Str. 35, 8052 Graz, Austria;ChIJJTcDeXY1bkcRbqvuvaPOJn4;53;https://www.uniqa.at/versicherung/kfz/kfz-zulassung-zulassungsstellen.html;7;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YQosXswazQ9-ISs40NDJeg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=72.92486&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Styria, Graz;47.0577652;15.4136402;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 662 26066;UNIQA GeneralAgentur Wals-Siezenheim & Kfz Zulassungsstelle;0x47768fc95b774c25:0xd34868e581b7ec8a;4.2;Dr.-Hans-Lechner-Straße 6, 5071 Siezenheim, Austria;ChIJJUx3W8mPdkcRiuy3geVoSNM;15;https://www.uniqa-agentur.at/;12;https://lh5.googleusercontent.com/p/AF1QipPqes8jVGYWYxuduPqx5uqPRRtBIQYFYEchjNCK=w163-h92-k-no;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Salzburg, Salzburg;47.8109882;12.9913844;Wheelchair-accessible car park;;
Insurance agency;+43 5372 21950;UNIQA GeneralAgentur Baumgartner & Tomasek OG inkl. Kfz Zulassungsstelle;0x4776379bd7a1ab93:0xd63d6189a9e35a3d;5;Endach 33 1. Stock, 6330 Kufstein, Austria;ChIJk6uh15s3dkcRPVrjqYlhPdY;26;https://www.uniqa.at/;1;https://lh5.googleusercontent.com/p/AF1QipNFfuczr7bqqld0jPJEsD_1wcwqWoJZK_jEcwt-=w80-h116-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Tyrol, Kufstein;47.5657261;12.151284799999999;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;;Denk Uniqa;0x4773978d5b53d62b:0x65640907c7fa0b3e;;4020 Linz, Austria;ChIJK9ZTW42Xc0cRPgv6xwcJZGU;;undefined;8;https://lh5.googleusercontent.com/p/AF1QipNzI6BLj19LYFRIaoEaVQJ_JX4gN3XUNGTzKuMs=w122-h92-k-no;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Upper Austria, Linz;48.2992316;14.3031887;;;
Insurance agency;+43 664 88826911;UNIQA GeneralAgentur Yasar Selamet;0x476dcba1433ebe29:0x923930789bce0a0c;5;Pottendorfer Str. 62, 2700 Wiener Neustadt, Austria;ChIJKb4-Q6HLbUcRDArOm3gwOZI;2;https://www.uniqa-selamet.at/;3;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XOjM5qopD0puTzm18we_5A&cb_client=search.gws-prod.gps&w=80&h=92&yaw=210.73993&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Lower Austria, Wiener Neustadt;47.8270528;16.2542063;Wheelchair-accessible car park;;
Insurance agency;;Uniqa;0x476da84ed23af32b:0x4b02bc67e9ced8c2;5;1100 Wien, Austria;ChIJK_M60k6obUcRwtjO6We8Aks;1;undefined;11;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Hy7JU_k53U_WtoFNhT4OFw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=287.0491&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Lower Austria, Traiskirchen;48.168316999999995;16.3445639;;;
Driver and vehicle licensing agency;+43 7942 72419;UNIQA Zulassungsstelle E&S Freistadt;0x47730b6226b61029:0x80576fdfc786a9b6;4.5;Linzer Str. 83, 4240 Freistadt, Austria;ChIJKRC2JmILc0cRtqmGx99vV4A;8;https://www.uniqa.at/;26;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=odzD2ztycJZdueFTJSTCeQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=76.31805&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;48.4926466;14.503039399999999;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 662 641909;UNIQA GeneralAgentur CONFIDO direkt GmbH & Kfz Zulassungsstelle;0x477691836e411d2b:0x82ff77d582a3057f;4.6;Sterneckstraße 52, 5020 Salzburg, Austria;ChIJKx1BboORdkcRfwWjgtV3_4I;38;https://www.uniqa-confidodirekt.at/;7;https://lh5.googleusercontent.com/p/AF1QipPrZH_OE4z0-yvYwGmqLwpoMoc6BekLJvbDMzVG=w163-h92-k-no;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Salzburg, Salzburg;47.8094743;13.062260499999999;Online appointments;On-site services;
Insurance company;+43 50 677 670;UNIQA;0x476d07ff5ce08697:0x27b04a8c313eed13;2.7;Untere Donaustraße 21, 1020 Wien, Austria;ChIJl4bgXP8HbUcRE-0-MYxKsCc;197;https://www.uniqa.at/;1;https://lh5.googleusercontent.com/p/AF1QipPS1RguA1rkUb8hpqZI-psxBm3bgO2Ga35tzx8S=w80-h106-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Vienna, Vienna;48.2128466;16.383760199999998;On-site services;Online appointments;
Insurance company;+43 512 53320;UNIQA Landesdirektion Tirol | ServiceCenter & Kfz-Zulassungsstelle;0x479d6bfcd900e12f:0xb8e6d58993a2c5f;3.7;Ing.-Etzel-Straße 9, 6020 Innsbruck, Austria;ChIJL-EA2fxrnUcRXyw6mVhtjgs;35;https://www.uniqa.at/;3;https://lh5.googleusercontent.com/p/AF1QipMGLEdwrF75m61Ze9H-rEL2pEqn7EAUj5q-5lJp=w163-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Tyrol, Innsbruck;47.267427;11.4018695;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance company;+43 732 6905;UNIQA Landesdirektion Oberösterreich | ServiceCenter & Kfz Zulassungsstelle;0x47739710fd8f0395:0x7bdfd328d139adda;4.2;Europapl. 5, 4020 Linz, Austria;ChIJlQOP_RCXc0cR2q050SjT33s;42;https://www.uniqa.at/;2;https://lh5.googleusercontent.com/p/AF1QipM6yUiW75eiy0V0HQ7SjZmpzJ0gbjSGdWhmWwj8=w122-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;48.2992888;14.303293799999999;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Property management company;+43 1 21424228555;UNIQA Real Estate Management GmbH;0x476d070eceb16395:0x9669531b41adcdcc;4.4;Untere Donaustraße 47, 1020 Wien, Austria;ChIJlWOxzg4HbUcRzM2tQRtTaZY;7;http://www.uniqa-rem.at/;40;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5tpASnHtTNu88MvvCoUkiQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=7.65476&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Vienna, Vienna;48.2142354;16.389889699999998;;;
